Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
13197144936,"Dec 26, 2024, 9:43:00 PM",HIKE W THE FAM IN KAUAI 🥰🥰,Hike,,5801,4.21,,,FALSE,,,activities/13197144936.gpx,,,5801.0,4028.0,4218.8,4.14,1.047,210.5,210.5,8.8,215.5,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1735246848.0,1.0,24.1,26.4,16.9,0.64,1020.3,0.9,3.4,52.0,0.0,1735233280.0,1735272192.0,0.875,,,0.0,1.0,0.34,34572.9,5.0,,,,,0.0,0.727,4218.8,,,,4852.0,,,,,,,4852.0,,,,,,
13225903029,"Dec 30, 2024, 7:40:06 PM",it rained during my run,Run,,904,2.11,,,FALSE,,,activities/13225903029.gpx,,,904.0,687.0,2115.8,5.36,3.08,17.5,17.5,71.4,89.4,10.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2142.0,1735585152.0,2.0,22.2,21.7,19.8,0.86,1020.8,5.0,7.5,80.0,0.1,1735579008.0,1735617920.0,0.875,,,0.27,5.0,0.49,14190.2,1.0,,,,,0.0,2.34,0.0,,,,1744.0,,,,,3.118,,,,,,,,
13285601507,"Jan 6, 2025, 10:34:01 PM",fdoc run first run of 2025 WINTER QUARTER let’s goooo,Run,[strava://athletes/133844139/15]Audrey Meredith,3413,6.30,,,FALSE,,,activities/13285601507.gpx,,,3413.0,2262.0,6301.2,5.2,2.786,78.0,78.0,90.6,135.5,6.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6392.2,1736200832.0,2.0,19.9,19.4,5.2,0.38,1016.7,2.9,5.3,248.0,0.0,1736175104.0,1736211456.0,0.125,,,0.0,1.0,0.47,30238.0,2.0,,,,,0.0,1.846,379.7,,,,5730.0,,,,,2.826,,,,,,,,media/1020F018-B359-4AE3-B85F-6604E318BFF7.jpg|media/F3E64245-333D-43F6-8075-F6373FB82172.jpg
13391175259,"Jan 18, 2025, 8:40:19 PM",light run,Run,,1231,2.01,,,FALSE,,,activities/13391175259.gpx,,,1231.0,632.0,2017.2,6.28,3.192,15.9,15.9,112.6,129.0,40.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2021.3,1737230336.0,1.0,15.0,16.0,7.1,0.59,1022.6,2.7,3.6,270.0,0.0,1737211904.0,1737248896.0,0.625,,,0.0,1.0,0.1,25316.0,4.0,,,,,0.0,1.639,0.0,,,,1664.0,,,,,3.198,,,,,,,,
13435508495,"Jan 23, 2025, 10:06:16 PM",idk,Run,,1748,1.76,,,FALSE,,,activities/13435508495.gpx,,,1748.0,673.0,1762.4,5.12,2.619,12.4,12.4,115.2,132.9,8.9,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1773.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.008,0.0,,,,1480.0,,,,,2.635,,,,,,,,
13487626923,"Jan 29, 2025, 8:41:24 PM",been too long,Run,,1709,3.48,,,FALSE,,,activities/13487626923.gpx,,,1709.0,1047.0,3487.6,5.84,3.331,33.4,33.4,111.6,135.5,36.3,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3551.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.041,283.7,,,,2736.0,,,,,3.392,,,,,,,,
13505558945,"Feb 1, 2025, 12:48:19 AM",made a lil loop,Run,,573,1.64,,,FALSE,,,activities/13505558945.gpx,,,573.0,520.0,1646.7,5.06,3.167,13.5,13.5,112.4,132.9,43.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1670.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.874,0.0,,,,1332.0,,,,,3.213,,,,,,,,
13575860122,"Feb 8, 2025, 7:09:03 PM",run with yashvi pookie 😛😛😛,Run,[strava://athletes/76674881/17]Yashvi Srivastava,1450,3.65,,,FALSE,,,activities/13575860122.gpx,,,1450.0,1345.0,3658.3,4.52,2.72,29.2,29.2,113.6,125.5,21.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3728.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.523,0.0,,,,3482.0,,,,,2.772,,,,,,,,
13764347400,"Mar 2, 2025, 2:23:55 AM",random running around,Run,,904,1.61,,,FALSE,,,activities/13764347400.gpx,,,904.0,485.0,1614.9,5.72,3.33,9.3,9.3,112.4,132.6,9.0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1617.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.786,0.0,,,,1230.0,,,,,3.335,,,,,,,,
13910174713,"Mar 3, 2025, 11:09:53 PM",forgot to post this,Run,,1197457,1.38,,,FALSE,,,activities/13910174713.gpx,,,1197457.0,497.0,1384.3,4.68,2.785,19.0,19.0,112.4,128.2,11.8,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,1432.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.001,0.0,,,,1200.0,,,,,2.882,,,,,,,,
14297867979,"Apr 26, 2025, 11:52:37 PM",beach + sunset run,Run,both our phones died halfway thru,25969,4.45,,,FALSE,,,activities/14297867979.gpx,,,25969.0,1719.0,4450.3,3.94,2.589,23.2,23.2,57.9,135.5,14.7,-1.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4418.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.171,368.4,,,,4018.0,,,,,2.57,,,,,,,,media/3EB8DD69-B539-42FB-8FE1-4BED49EABFA0.jpg|media/CA68F258-AC51-466D-B773-8B9DED83F9C5.jpg
14306500765,"Apr 27, 2025, 7:39:32 PM",afternoon run - day 2,Run,[strava://athletes/58724955/14]Alex Frederick,3321,5.69,,,FALSE,,,activities/14306500765.gpx,,,3321.0,1989.0,5694.3,4.68,2.863,26.8,152.2,5.8,135.5,28.9,-2.2,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,5519.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.715,335.7,,,,4888.0,,,,,2.775,,,,,,,,media/E69D7AC9-0B45-4714-9206-38789D853C20.jpg|media/D7C2E5AA-59A9-4131-986F-483DEC589BAA.jpg|media/EFA083F8-AC20-45CE-82FD-B92674354C4C.jpg
14439718340,"May 10, 2025, 8:28:07 PM",back home it’s so hot,Run,,560,0.97,,,FALSE,,,activities/14439718340.gpx,,,560.0,292.0,970.0,4.4,3.322,0.0,0.0,3.2,3.5,0.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,970.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.732,0.0,,,,780.0,,,,,3.323,,,,,,,,
15090260496,"Jul 9, 2025, 2:43:01 AM",so i forgot to stop the time 😭😭😭😭,Run,,302127,6.32,,,FALSE,,,activities/15090260496.gpx,,,302127.0,302127.0,6320.3,15.52,0.021,71.4,74.9,81.3,123.8,41.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6553.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.021,0.0,,,,5068.0,,,,,0.022,,,,,,,,
15117538517,"Jul 15, 2025, 2:42:18 AM",night run,Run,,5390,2.63,,,FALSE,,,activities/15117538517.gpx,,,5390.0,947.0,2629.9,6.84,2.777,53.4,36.1,82.1,126.5,25.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2752.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.488,0.0,,,,2082.0,,,,,2.907,,,,,,,,
15248826620,"Jul 27, 2025, 12:55:55 AM",Afternoon Run,Run,,19043,2.44,,,FALSE,,,activities/15248826620.gpx,,,19043.0,781.0,2442.4,10.76,3.127,0.0,2.5,13.2,16.3,6.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2445.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128,0.0,,,,1754.0,0.0,,,,3.131,,,,,,,,
15304263270,"Aug 1, 2025, 2:36:15 AM",Evening Run,Run,,2130,3.08,,,FALSE,,,activities/15304263270.gpx,,,2130.0,911.0,3082.9,14.68,3.384,52.7,28.3,82.5,126.8,48.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3263.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.447,0.0,,,,1994.0,0.0,,,,3.582,,,,,,,,
15360259789,"Aug 6, 2025, 3:01:56 AM",Evening walk,Run,,3005,2.16,,,FALSE,,,activities/15360259789.gpx,,,3005.0,823.0,2165.0,5.42,2.631,43.1,33.2,81.3,117.1,16.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2193.7,1754449152.0,1.0,19.9,20.3,16.9,0.83,1015.1,1.2,2.1,237.0,0.0,1754399104.0,1754448256.0,0.375,,,0.0,1.0,0.36,16808.0,0.0,,,,,,0.72,0.0,,,,1858.0,0.0,,,,2.665,,,,,,,,
16047554488,"Oct 6, 2025, 12:49:22 AM",run w audreyyy 🏃🏽‍♀️,Run,i love la jolla ❤️,1327,2.78,,,FALSE,,,activities/16047554488.gpx,,,1327.0,926.0,2782.4,4.4,3.005,42.3,43.4,69.9,103.4,40.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2828.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.097,0.0,,,,2430.0,0.0,,,,3.054,,,,,,,,media/4BAFE366-5A12-4B09-A9E8-FABA1E5F7065.jpg
16419660722,"Nov 11, 2025, 12:17:13 AM",run that turned into a hike :),Run,[strava://athletes/133844139/15]Audrey Meredith,2545,3.73,,,FALSE,,,activities/16419660722.gpx,,,2545.0,1351.0,3735.7,4.9,2.765,62.0,56.0,56.2,123.3,35.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3934.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.468,587.4,,,,3466.0,0.0,,,,2.912,,,,,,,,media/04705EA5-EF84-48DF-B7BA-84BCB7F99FC3.jpg|media/AB460507-9CAD-48BF-8BA6-E8ED6ACA3DC1.jpg
16448967320,"Nov 13, 2025, 7:13:51 PM",222 lunch run,Run,,1391,3.57,,,FALSE,,,activities/16448967320.gpx,,,1391.0,1286.0,3573.7,4.24,2.779,30.0,35.5,73.8,99.7,8.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,3625.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.569,0.0,,,,2564.0,0.0,,,,2.819,,,,,,,,

16478109081,"Nov 16, 2025, 4:59:31 PM",i woke up this morning and decided to run to yashvi,Run,,1082,2.46,,,FALSE,,,activities/16478109081.gpx,,,1082.0,846.0,2460.7,4.44,2.909,39.8,19.9,78.8,106.8,39.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,2561.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.274,0.0,,,,2116.0,0.0,,,,3.028,,,,,,,,
